scope,cancer,geneA,geneB,context,contrast,nPatients,nEvents,nStudies,nStrata,nDoubleNegative,nAOnly,nBOnly,nDoubleMutant,coefficient,standardError,hazardRatio,ciLow,ciHigh,z,p,phTestP,tiesMethod,fitStatus,globalFdr,withinCancerFdr,fdrFamily,geneAFrequency,geneBFrequency,frequencyThreshold,eligibilityRule
cancer-specific,COADREAD,ARID1A,FAT3,ARID1A–FAT3 (COADREAD),A+B versus A−/B−,1269,372,7,7,978,95,150,46,0.0033441046003673,0.285558338962931,1.00334970235624,0.573303545192527,1.75598185927891,0.0117107579926126,0.990656380569764,0.592892211955363,Efron,estimated,0.9942772875547644,0.990656380569764,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10433244916003537,0.13859416445623343,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,ARID1A,FAT3,ARID1A–FAT3 (COADREAD),multiplicative A×B interaction,1269,372,7,7,978,95,150,46,0.379876319347659,0.391382983666936,1.46210374430605,0.678941553260015,3.14864710938538,0.970599988248163,0.331747511829787,0.592892211955363,Efron,estimated,0.7979872581851634,0.7740775276028364,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10433244916003537,0.13859416445623343,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,ARID1A,FAT4,ARID1A–FAT4 (COADREAD),A+B versus A−/B−,1269,372,7,7,939,88,189,53,-0.076498312127115,0.266442171107169,0.926354477856108,0.54951710822273,1.56161219696957,-0.287110376744174,0.774027807031247,0.282365033350376,Efron,estimated,0.8401033515339144,0.9030324415364548,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10433244916003537,0.16511936339522545,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,ARID1A,FAT4,ARID1A–FAT4 (COADREAD),multiplicative A×B interaction,1269,372,7,7,939,88,189,53,0.15779221915568,0.376502890424877,1.17092287408645,0.559820050015048,2.44910909679284,0.419099622256856,0.675143326751634,0.282365033350376,Efron,estimated,0.9291741877423884,0.9308794353696772,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10433244916003537,0.16511936339522545,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,ARID1A,FBXW7,ARID1A–FBXW7 (COADREAD),A+B versus A−/B−,5693,1305,15,15,4322,504,658,209,-0.747966235549837,0.206894718685151,0.473328212606782,0.315539176248738,0.710021492459374,-3.61520216805572,0.0003001133256632,0.747919742329951,Efron,estimated,0.0041092439975422765,0.0034137890794188994,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11409515340151179,0.14824366385060025,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,ARID1A,FBXW7,ARID1A–FBXW7 (COADREAD),multiplicative A×B interaction,5693,1305,15,15,4322,504,658,209,-0.308777845940873,0.249726508995053,0.734343889382601,0.450123716000915,1.19802829467548,-1.23646403092508,0.216286127856087,0.74791974232995,Efron,estimated,0.7224332431429441,0.7570014474963046,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11409515340151179,0.14824366385060025,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,ARID1A,KMT2D,ARID1A–KMT2D (COADREAD),A+B versus A−/B−,5663,1291,14,14,4612,390,338,323,-0.465505141637826,0.149681222904817,0.62781788812035,0.468192872286147,0.841865231137049,-3.10997687354441,0.0018710199246258,0.0696180668735077,Efron,estimated,0.017141844309439314,0.015224739760737327,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11415321501828235,0.10951574065816463,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,ARID1A,KMT2D,ARID1A–KMT2D (COADREAD),multiplicative A×B interaction,5663,1291,14,14,4612,390,338,323,-0.0610007586154845,0.226592986027558,0.940822526053203,0.603436266563194,1.46684426272618,-0.269208503250254,0.787769237101497,0.0696180668735077,Efron,estimated,0.955755082208827,0.982013706523784,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11415321501828235,0.10951574065816463,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,ARID1A,KRAS,ARID1A–KRAS (COADREAD),A+B versus A−/B−,5693,1305,15,15,2935,470,2045,243,-0.200054397447039,0.161919522791664,0.818686217426526,0.596061856926632,1.12445900507714,-1.23551745952488,0.216637982627674,0.672620823164213,Efron,estimated,0.3269908253835031,0.534587873819304,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11409515340151179,0.3984882169853268,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,ARID1A,KRAS,ARID1A–KRAS (COADREAD),multiplicative A×B interaction,5693,1305,15,15,2935,470,2045,243,0.0437463651404443,0.206016709036394,1.04471734454497,0.697649141793054,1.56444588634907,0.212343772236048,0.831838848657147,0.672620823164213,Efron,estimated,0.9632794846399656,0.98263280774999,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11409515340151179,0.3984882169853268,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,ARID1A,LRP1B,ARID1A–LRP1B (COADREAD),A+B versus A−/B−,1269,372,7,7,973,90,155,51,-0.698644276997498,0.339708319579146,0.497258992474901,0.255518529715113,0.967704791792751,-2.05660043258,0.0397246765958533,0.76869025113102,Efron,estimated,0.09899389407686641,0.1807472785111325,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10425812115891132,0.15452151009657594,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,ARID1A,LRP1B,ARID1A–LRP1B (COADREAD),multiplicative A×B interaction,1269,372,7,7,973,90,155,51,-0.940404057639581,0.419187094398239,0.39047003108057,0.171701862205557,0.887974324876758,-2.24339935605502,0.0248710733855383,0.768690251131019,Efron,estimated,0.40167833553183374,0.24254062840124116,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10425812115891132,0.15452151009657594,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,ARID1A,MUC16,ARID1A–MUC16 (COADREAD),A+B versus A−/B−,1269,372,7,7,889,75,239,66,-0.167760883952489,0.251633077047625,0.845555996521463,0.5163591893458,1.38462713166629,-0.666688520924211,0.504971112597591,0.670202019568613,Efron,estimated,0.6120564263585587,0.7723073284189401,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10433244916003537,0.15671971706454466,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,ARID1A,MUC16,ARID1A–MUC16 (COADREAD),multiplicative A×B interaction,1269,372,7,7,889,75,239,66,-0.16538624654494,0.365857964986062,0.847566271313195,0.41376600040092,1.73617112950723,-0.452050419487903,0.651232660462473,0.670202019568613,Efron,estimated,0.9189534483989142,0.9308794353696772,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10433244916003537,0.15671971706454466,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,ARID1A,PIK3CA,ARID1A–PIK3CA (COADREAD),A+B versus A−/B−,5663,1291,14,14,4066,445,884,268,-0.793200890887881,0.189384262268343,0.452394410113311,0.312113859274525,0.655724493546946,-4.18831470676258,2.81033628931488e-05,0.950635215725739,Efron,estimated,0.0005647869381429582,0.0003653437176109344,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11409515340151179,0.19350822587816807,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,ARID1A,PIK3CA,ARID1A–PIK3CA (COADREAD),multiplicative A×B interaction,5663,1291,14,14,4066,445,884,268,-0.612999870319416,0.230604781262613,0.541723329353934,0.344735805573598,0.851272658138955,-2.65822706260948,0.0078552948982973,0.950635215725739,Efron,estimated,0.2837013751674909,0.10799027610000499,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11409515340151179,0.19350822587816807,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,ARID1A,SMAD4,ARID1A–SMAD4 (COADREAD),A+B versus A−/B−,5693,1305,15,15,4292,609,688,104,-0.0315116538486377,0.226359835549006,0.968979664045602,0.621780104139987,1.51005408999472,-0.139210446818935,0.889283853520176,0.578166387950073,Efron,estimated,0.9245287288161363,0.9811384044125266,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11409515340151179,0.1401511783014673,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,ARID1A,SMAD4,ARID1A–SMAD4 (COADREAD),multiplicative A×B interaction,5693,1305,15,15,4292,609,688,104,-0.061364077982705,0.259166097418547,0.94048076909559,0.565909959869247,1.56297669198647,-0.236775097491257,0.812831271597942,0.578166387950073,Efron,estimated,0.9583300734238502,0.98263280774999,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11409515340151179,0.1401511783014673,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,ARID1A,TP53,ARID1A–TP53 (COADREAD),A+B versus A−/B−,5693,1305,15,15,1460,351,3520,362,-0.246300765379021,0.146552176159972,0.781687085153857,0.58652631003002,1.04178566016085,-1.68063533297633,0.0928337684147388,0.162326849555029,Efron,estimated,0.17512623080206594,0.3128841824348604,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11409515340151179,0.659670964873277,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,ARID1A,TP53,ARID1A–TP53 (COADREAD),multiplicative A×B interaction,5693,1305,15,15,1460,351,3520,362,0.125062448202897,0.199938895759039,1.1332192183609,0.765818113946145,1.67688093749215,0.625503345550225,0.531640753342966,0.162326849555029,Efron,estimated,0.8897800131978381,0.9308794353696772,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11409515340151179,0.659670964873277,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,BRAF,FBXW7,BRAF–FBXW7 (COADREAD),A+B versus A−/B−,5693,1305,15,15,4337,489,697,170,-0.115961074992692,0.168327806001307,0.89050988572666,0.640262191468846,1.23856736684333,-0.68890029370306,0.490886014600729,0.335491480488555,Efron,estimated,0.599063637798735,0.7723073284189401,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10226767452200979,0.14824366385060025,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,BRAF,FBXW7,BRAF–FBXW7 (COADREAD),multiplicative A×B interaction,5693,1305,15,15,4337,489,697,170,-0.135514786772108,0.210500394997889,0.87326625004398,0.578054005415613,1.31924342072084,-0.643774501104699,0.519721670981246,0.335491480488555,Efron,estimated,0.8897800131978381,0.9308794353696772,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10226767452200979,0.14824366385060025,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,BRAF,KMT2D,BRAF–KMT2D (COADREAD),A+B versus A−/B−,5663,1291,14,14,4585,417,419,242,-0.110501456872152,0.143597629521651,0.895385025727026,0.675739495430092,1.18642516786135,-0.769521455474244,0.44158381257329,0.0146099127455466,Efron,estimated,0.5538132163727422,0.7330089593847202,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10247034691875502,0.10951574065816463,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,BRAF,KMT2D,BRAF–KMT2D (COADREAD),multiplicative A×B interaction,5663,1291,14,14,4585,417,419,242,-0.222409050610892,0.205557694020048,0.800587816412011,0.535103695429193,1.19778812454896,-1.08197871975155,0.279261983833156,0.0146099127455466,Efron,estimated,0.7836306774402868,0.7716601882763311,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10247034691875502,0.10951574065816463,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,BRAF,KRAS,BRAF–KRAS (COADREAD),A+B versus A−/B−,5693,1305,15,15,2803,602,2231,57,0.176583601499108,0.271815636167055,1.19313417039546,0.70035687262004,2.03263393880849,0.649644751822084,0.515921718787209,0.42824770902874,Efron,estimated,0.6210380306268708,0.7723073284189401,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10226767452200979,0.3984882169853268,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,BRAF,KRAS,BRAF–KRAS (COADREAD),multiplicative A×B interaction,5693,1305,15,15,2803,602,2231,57,-0.364029668815207,0.285767549877132,0.694870578450297,0.396879022273316,1.21660529707547,-1.27386636086471,0.202710781899241,0.428247709028741,Efron,estimated,0.7119682385707777,0.7570014474963046,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10226767452200979,0.3984882169853268,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,BRAF,PIK3CA,BRAF–PIK3CA (COADREAD),A+B versus A−/B−,5663,1291,14,14,4042,469,962,190,-0.313924912220643,0.175829360147712,0.730573883270476,0.517604353169174,1.0311702280882,-1.78539529437472,0.074197221386245,0.29042956030102,Efron,estimated,0.14935337293580173,0.2813311310895123,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10226767452200979,0.19350822587816807,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,BRAF,PIK3CA,BRAF–PIK3CA (COADREAD),multiplicative A×B interaction,5663,1291,14,14,4042,469,962,190,-0.660624624665988,0.206699218672135,0.516528597204855,0.34447021569099,0.774527896977173,-3.19606735289051,0.001393145867891,0.290429560301019,Efron,estimated,0.10868775009867294,0.04225875799269367,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10226767452200979,0.19350822587816807,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,BRAF,SMAD4,BRAF–SMAD4 (COADREAD),A+B versus A−/B−,5693,1305,15,15,4360,541,674,118,0.511549013582351,0.162269860627118,1.66787275254313,1.21349658375032,2.2923834775691,3.15245857490348,0.0016190179190791,0.0204530059245661,Efron,estimated,0.01545820940362114,0.014733063063619812,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10226767452200979,0.1401511783014673,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,BRAF,SMAD4,BRAF–SMAD4 (COADREAD),multiplicative A×B interaction,5693,1305,15,15,4360,541,674,118,-0.102992101899164,0.197156367448129,0.902134098599457,0.612987042313497,1.32767232531423,-0.522387905763482,0.601400274998366,0.0204530059245661,Efron,estimated,0.9127219764287016,0.9308794353696772,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10226767452200979,0.1401511783014673,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,BRAF,TP53,BRAF–TP53 (COADREAD),A+B versus A−/B−,5693,1305,15,15,1525,286,3509,373,0.465353584010946,0.109589543700491,1.59257719917934,1.28474727425879,1.97416424705721,4.24633197928773,2.17298594883068e-05,0.0002039949068632,Efron,estimated,0.00046681732624879785,0.00032956953557265316,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10226767452200979,0.659670964873277,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,BRAF,TP53,BRAF–TP53 (COADREAD),multiplicative A×B interaction,5693,1305,15,15,1525,286,3509,373,0.439136770761797,0.1663817491489,1.55136745458684,1.11967059981975,2.14950806026227,2.63933257708933,0.008306944315385,0.0002039949068632,Efron,estimated,0.29047165134999575,0.10799027610000499,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10226767452200979,0.659670964873277,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,CSMD3,FAT3,CSMD3–FAT3 (COADREAD),A+B versus A−/B−,1269,372,7,7,964,109,119,77,0.197849247359338,0.219339213631762,1.2187786458725,0.79290829135705,1.87338359785913,0.902024057091306,0.367044088448576,0.0786675989213663,Efron,estimated,0.47964020367795035,0.6888796923071718,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10079575596816977,0.13859416445623343,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,CSMD3,FAT3,CSMD3–FAT3 (COADREAD),multiplicative A×B interaction,1269,372,7,7,964,109,119,77,0.68264779895032,0.343667072539261,1.97911108899867,1.00911399592324,3.88150468472486,1.98636370341338,0.0469929538599092,0.0786675989213665,Efron,estimated,0.4678959283700483,0.3055731873104268,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10079575596816977,0.13859416445623343,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,CSMD3,FAT4,CSMD3–FAT4 (COADREAD),A+B versus A−/B−,1269,372,7,7,925,102,158,84,-0.0050203300703481,0.21966691808193,0.994992250724607,0.646902573260988,1.53038435758796,-0.0228542837227575,0.981766507164336,0.0884826942759475,Efron,estimated,0.9897096018824941,0.990656380569764,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10079575596816977,0.16511936339522545,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,CSMD3,FAT4,CSMD3–FAT4 (COADREAD),multiplicative A×B interaction,1269,372,7,7,925,102,158,84,0.0735368457247759,0.328220262340813,1.07630819329676,0.565659457266344,2.04794476973145,0.224047245591492,0.822720540866293,0.0884826942759476,Efron,estimated,0.9603642851852996,0.98263280774999,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10079575596816977,0.16511936339522545,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,COADREAD,CSMD3,FBXW7,CSMD3–FBXW7 (COADREAD),A+B versus A−/B−,1269,372,7,7,960,136,123,50,-0.284184100693832,0.287009856040858,0.752628072600614,0.428822121283556,1.32094168549657,-0.990154500664175,0.322098607853973,0.473664681789369,Efron,estimated,0.43623354933266345,0.6647607257368229,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10079575596816977,0.14412024756852343,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
