datasetId,context,scope,cancer,geneA,geneB,studyId,nPatients,nEvents,nBoth,nDoubleNegative,nCancerGroups,coefficient,standardError,hazardRatio,ciLow,ciHigh,p,contrast,model,tiesMethod,fitStatus
pan-cancer_PAN-CANCER_PTEN_PIK3CA_positive,PTEN–PIK3CA (pan-cancer),pan-cancer,PAN-CANCER,PTEN,PIK3CA,tmb_mskcc_2018,959,498,11,948,15,0.5684261116,0.4103157954,1.765486185,0.7899559697,3.945715445,0.1659491035,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_PTEN_PIK3CA_positive,PTEN–PIK3CA (pan-cancer),pan-cancer,PAN-CANCER,PTEN,PIK3CA,ucec_tcga_gdc,9,2,2,7,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_PTEN_PIK3CA_positive,PTEN–PIK3CA (pan-cancer),pan-cancer,PAN-CANCER,PTEN,PIK3CA,ucec_tcga_pan_can_atlas_2018,314,43,191,123,1,-1.390133882,0.3265249242,0.2490419601,0.1313209471,0.4722924958,2.068558775e-05,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_PTEN_PIK3CA_positive,PTEN–PIK3CA (pan-cancer),pan-cancer,PAN-CANCER,PTEN,PIK3CA,ucs_msk_2024,32,7,21,11,1,-0.7998214672,0.7653820273,0.4494091912,0.1002645912,2.014356402,0.296024631,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_PTEN_PIK3CA_positive,PTEN–PIK3CA (pan-cancer),pan-cancer,PAN-CANCER,PTEN,PIK3CA,ucs_tcga_pan_can_atlas_2018,37,21,6,31,1,0.48788471,0.5635088551,1.628867047,0.539791486,4.915245842,0.3866010724,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_PTEN_PIK3CA_positive,PTEN–PIK3CA (pan-cancer),pan-cancer,PAN-CANCER,PTEN,PIK3CA,uec_cptac_gdc,19,19,11,8,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_PTEN_PIK3CA_positive,PTEN–PIK3CA (pan-cancer),pan-cancer,PAN-CANCER,PTEN,PIK3CA,utuc_mskcc_2015,56,21,0,56,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,acc_2019,129,46,1,128,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,acc_tcga_pan_can_atlas_2018,72,21,0,72,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,aml_ohsu_2018,405,224,2,403,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,aml_ohsu_2022,638,366,3,635,2,0.8877277295,0.580977742,2.42960266,0.7780474861,7.586900787,0.1265152133,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,ampca_bcm_2016,62,25,1,61,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,blca_iatlas_imvigor210_2017,224,155,4,220,1,-0.1219196381,0.5833116518,0.8852195036,0.2821858261,2.776941636,0.8344381976,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,blca_msk_tcga_2020,31,20,0,31,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,blca_mskcc_solit_2014,38,12,1,37,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,blca_plasmacytoid_mskcc_2016,10,7,0,10,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,blca_tcga_pan_can_atlas_2018,206,89,4,202,1,-0.495358055,1.006360414,0.6093526865,0.08477214899,4.380102438,0.6225586774,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,bm_nsclc_mskcc_2023,51,25,4,47,3,0.009128160763,0.7619134042,1.009169949,0.2266848231,4.492687129,0.9904411128,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,brain_cptac_gdc,110,110,5,105,1,-0.2093212624,0.4599791681,0.8111346067,0.3292743893,1.998149177,0.6490611596,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,brca_tcga_pan_can_atlas_2018,722,97,0,722,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,ccrcc_tcga_gdc,24,6,0,24,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,cesc_tcga_pan_can_atlas_2018,262,61,0,262,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,chol_icgc_2017,158,94,0,158,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,chol_tcga_gdc,11,4,1,10,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,chol_tcga_pan_can_atlas_2018,29,14,1,28,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,cll_broad_2022,913,246,0,913,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,coad_cptac_2019,47,3,0,47,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,coad_silu_2022,228,104,2,226,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,coad_tcga_gdc,10,1,0,10,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,coadread_cass_2020,53,9,1,52,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,coadread_tcga_pan_can_atlas_2018,264,51,4,260,1,1.300781429,0.5974374895,3.672165083,1.138629637,11.84300492,0.02946058963,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,crc_apc_impact_2020,21,13,0,21,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,crc_hta8_htan_2024,8,3,0,8,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,crc_orion_2024,25,6,0,25,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,cscc_hgsc_bcm_2014,4,4,2,2,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,difg_glass,237,183,74,163,4,-0.3227813123,0.2814731982,0.7241321958,0.4170877517,1.257211306,0.251482136,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,dlbc_tcga_pan_can_atlas_2018,42,9,0,42,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,dlbcl_dfci_2018,92,32,0,92,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,egc_mskcc_2020,91,51,0,91,3,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,egc_tmucih_2015,43,21,2,41,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,egc_trap_msk_2020,5,3,0,5,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,esca_tcga_pan_can_atlas_2018,25,11,1,24,2,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,escc_icgc,15,6,0,15,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,gbc_mskcc_2022,37,27,0,37,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,gbm_columbia_2019,37,9,1,36,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,gbm_tcga_gdc,13,11,1,12,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,gbm_tcga_pan_can_atlas_2018,472,392,22,450,1,-1.29253019,0.3576628383,0.2745751761,0.1362128598,0.5534831842,0.0003017150773,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,glioma_mskcc_2019,296,82,97,199,4,-1.629775932,0.4343177713,0.1959734806,0.08365758989,0.4590809409,0.0001750822522,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,hcc_meric_2021,72,56,0,72,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,hcc_msk_2024,74,26,0,74,2,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,hccihch_pku_2019,43,34,0,43,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,heme_msk_impact_2022,1246,301,2,1244,14,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,hnc_mskcc_2016,48,7,1,47,3,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,hnsc_a5consortium_2025,69,18,0,69,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,hnsc_mdanderson_2013,21,11,0,21,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,hnsc_tcga_pan_can_atlas_2018,167,54,3,164,1,0.6004864849,1.013953866,1.823005449,0.2498669823,13.30047227,0.5537014779,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,ihch_msk_2021,24,12,1,23,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,ihch_smmu_2014,55,34,0,55,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,kich_tcga_pan_can_atlas_2018,44,3,0,44,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,kirc_tcga_pan_can_atlas_2018,496,164,0,496,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,kirp_tcga_pan_can_atlas_2018,274,39,0,274,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,laml_tcga_pan_can_atlas_2018,143,85,0,143,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,lgg_tcga_pan_can_atlas_2018,322,91,221,101,2,-1.764559965,0.243583558,0.1712621313,0.10624846,0.2760578141,4.351051323e-13,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,lgg_ucsf_2014,12,8,12,0,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,lihc_amc_prv,159,27,0,159,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,lihc_tcga_pan_can_atlas_2018,252,89,3,249,1,-0.1673878118,1.00702273,0.8458715088,0.1175236025,6.088126932,0.8679834349,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,lms_msk_2024,40,3,0,40,2,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
