datasetId,context,scope,cancer,geneA,geneB,studyId,nPatients,nEvents,nBoth,nDoubleNegative,nCancerGroups,coefficient,standardError,hazardRatio,ciLow,ciHigh,p,contrast,model,tiesMethod,fitStatus
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,luad_oncosg_2020,128,52,0,128,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,luad_tcga_pan_can_atlas_2018,286,100,1,285,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,lung_nci_2022,132,30,0,132,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,lusc_cptac_gdc,26,26,0,26,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,lusc_tcga_gdc,16,8,0,16,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,lusc_tcga_pan_can_atlas_2018,459,195,0,459,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,mbl_sickkids_2016,27,15,0,27,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,mbn_mdacc_2013,237,128,0,237,2,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,mbn_msk_2024,157,56,0,157,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,mbn_sfu_2023,199,69,0,199,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,mds_iwg_2022,2990,1514,0,2990,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,mel_dfci_2019,135,67,0,135,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,mel_iatlas_liu_2019,113,57,0,113,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,mel_iatlas_riaz_nivolumab_2017,56,35,0,56,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,mel_mskimpact_2020,366,83,0,366,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,mel_tsam_liang_2017,30,15,0,30,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,mel_ucla_2016,36,18,0,36,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,meso_tcga_pan_can_atlas_2018,84,72,0,84,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,mixed_allen_2018,175,98,1,174,3,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,mnm_washu_2016,69,52,0,69,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,msk_access_2021,128,65,1,127,7,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,msk_chord_2024,3009,584,21,2988,7,-0.5906770151,0.5877098608,0.5539521238,0.1750703868,1.752797609,0.3148734138,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,msk_impact_2017,3931,1172,19,3912,40,0.8332076201,0.361548345,2.300686646,1.132679297,4.673131272,0.02119157476,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,msk_impact_50k_2026,22392,6233,92,22300,53,-0.2010046301,0.2250107565,0.8179086446,0.5262296266,1.271259764,0.3716905391,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,msk_met_2021,156,53,0,156,6,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,npc_nusingapore,49,10,0,49,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,ohnca_cptac_gdc,39,37,0,39,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,ov_tcga_pan_can_atlas_2018,558,331,0,558,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,ovarian_msk_2025,21,11,0,21,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,paad_iatlas_prince_2022,18,8,0,18,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,paad_tcga_pan_can_atlas_2018,68,26,1,67,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,paired_bladder_2022,34,9,0,34,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,pancan_pcawg_2020,190,92,0,190,3,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,pancreas_cptac_gdc,24,24,0,24,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,pdac_msk_2024,8,1,0,8,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,pog570_bcgsc_2020,256,180,0,256,6,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,prad_mich,47,47,0,47,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,prad_su2c_2019,126,75,0,126,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,prad_tcga_pan_can_atlas_2018,489,10,0,489,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,read_tcga_gdc,7,1,0,7,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,sarc_tcga_pan_can_atlas_2018,240,92,0,240,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,sarcoma_msk_2023,13,3,0,13,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,sarcoma_mskcc_2022,1205,374,0,1205,5,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,sclc_ucologne_2015,99,64,0,99,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,skcm_dfci_2015,104,80,1,103,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,skcm_mskcc_2014,60,33,0,60,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,skcm_tcga_gdc,22,3,0,22,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,skcm_tcga_pan_can_atlas_2018,383,188,2,381,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,skcm_vanderbilt_mskcc_2015,64,43,0,64,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,stad_tcga_pan_can_atlas_2018,355,142,4,351,1,0.7367054921,0.5841960461,2.0890418,0.664780932,6.564712425,0.2072877079,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,tgct_tcga_pan_can_atlas_2018,115,3,0,115,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,thca_tcga_pan_can_atlas_2018,494,16,0,494,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,thym_tcga_pan_can_atlas_2018,121,9,0,121,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,thyroid_gatci_2024,140,110,0,140,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,thyroid_mskcc_2016,78,43,0,78,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,tmb_mskcc_2018,908,452,4,904,15,0.04894551775,0.6038946225,1.050163134,0.3215294323,3.429989597,0.9354023752,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,ucec_tcga_gdc,12,1,0,12,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,ucec_tcga_pan_can_atlas_2018,418,75,13,405,1,-1.254407527,1.008852828,0.2852447981,0.03948941037,2.060415541,0.2137204992,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,ucs_msk_2024,53,12,1,52,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,ucs_tcga_pan_can_atlas_2018,49,32,0,49,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,uec_cptac_gdc,27,27,1,26,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,utuc_mskcc_2015,66,24,0,66,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,acc_2019,130,45,0,130,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,acc_tcga_pan_can_atlas_2018,74,22,2,72,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,aml_ohsu_2018,438,241,0,438,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,aml_ohsu_2022,686,395,0,686,2,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,ampca_bcm_2016,61,24,2,59,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,blca_iatlas_imvigor210_2017,222,153,3,219,1,0.4120683235,0.7125559884,1.509937597,0.3736201084,6.102218525,0.5630642513,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,blca_msk_tcga_2020,32,21,1,31,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,blca_mskcc_solit_2014,38,11,1,37,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,blca_plasmacytoid_mskcc_2016,10,7,0,10,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,blca_tcga_pan_can_atlas_2018,208,92,1,207,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,bm_nsclc_mskcc_2023,50,22,17,33,3,0.2802558488,0.4720990478,1.323468377,0.5246408834,3.338604748,0.5527543808,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,brain_cptac_gdc,107,107,1,106,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,brca_metabric,1325,743,13,1312,1,0.001792629912,0.379850164,1.001794238,0.4758274402,2.109150524,0.996234551,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,brca_tcga_pan_can_atlas_2018,728,98,1,727,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,ccrcc_tcga_gdc,24,6,0,24,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,cesc_tcga_pan_can_atlas_2018,250,55,0,250,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,chol_icgc_2017,169,99,4,165,1,0.5535534418,0.5879531807,1.739422987,0.5494631233,5.506452027,0.3464525903,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,chol_tcga_gdc,10,4,0,10,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,chol_tcga_pan_can_atlas_2018,31,15,0,31,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,cll_broad_2022,915,246,0,915,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,coad_cptac_2019,48,3,1,47,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,coad_silu_2022,229,106,2,227,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,coad_tcga_gdc,10,1,0,10,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,coadread_cass_2020,54,9,1,53,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,coadread_tcga_pan_can_atlas_2018,263,51,2,261,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,crc_apc_impact_2020,22,13,0,22,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,crc_hta8_htan_2024,8,3,0,8,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,crc_orion_2024,25,7,1,24,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,cscc_hgsc_bcm_2014,5,5,3,2,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
