datasetId,context,scope,cancer,geneA,geneB,excludedStudyId,nPatientsExcludedStudy,nEventsExcludedStudy,nStudiesRetained,coefficient,standardError,hazardRatio,ciLow,ciHigh,p,tauSquared,iSquaredPercent,contrast,leaveOneOutMethod,fitStatus
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,bm_nsclc_mskcc_2023,94,50,10,0.9695858483,0.1233945347,2.636852176,2.070390019,3.358299324,3.915392506e-15,0.05586985734,46.35732685,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,luad_mskcc_2020,402,27,10,0.9745189236,0.1091866941,2.649892104,2.139381857,3.282222918,4.446796256e-19,0.03757073837,37.70660292,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,luad_mskcc_2023_met_organotropism,45,18,10,0.9505561818,0.122054837,2.587148184,2.036704575,3.286355718,6.810859039e-15,0.05784119299,48.12077865,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,luad_oncosg_2020,288,84,10,0.9287565881,0.1190851377,2.531359697,2.004418527,3.196828323,6.235152644e-15,0.05220628379,45.47459313,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,luad_tcga_pan_can_atlas_2018,385,132,10,0.9990417014,0.1146738643,2.71567815,2.169040833,3.400077908,2.984908772e-18,0.0399409344,37.48488438,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,msk_access_2021,167,75,10,0.915974764,0.1215642075,2.499210205,1.969369214,3.171600127,4.886901854e-14,0.05176710512,44.1750038,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,msk_chord_2024,970,209,10,0.9475102448,0.1347920508,2.579279883,1.980447204,3.359183068,2.073904398e-12,0.06779282836,48.1826665,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,msk_impact_2017,665,244,10,0.868857699,0.1102046611,2.38418584,1.92102814,2.959010334,3.169686843e-15,0.02498176842,22.65465954,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,msk_impact_50k_2026,2334,787,10,0.9724713708,0.143897567,2.644471861,1.99458762,3.506103895,1.398316402e-11,0.07593562765,42.81716378,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,pog570_bcgsc_2020,40,29,10,0.920615371,0.107553543,2.51083501,2.033613582,3.100044424,1.132592024e-17,0.03500411172,36.00716892,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,tmb_mskcc_2018,154,104,10,0.9643104843,0.1324527848,2.622978448,2.023255396,3.40046835,3.328089187e-13,0.06448675435,47.44086753,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,bm_nsclc_mskcc_2023,121,62,16,0.9303691748,0.07092966699,2.535445027,2.206372098,2.91359807,2.638955662e-39,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,luad_cas_2020,103,26,16,0.9195536419,0.06996330187,2.508170598,2.186775512,2.876801808,1.857627475e-39,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,luad_cptac_gdc,57,56,16,0.9217643753,0.07012637192,2.513721628,2.190914884,2.884090326,1.834160396e-39,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,luad_mskcc_2020,453,31,16,0.9395423364,0.07012331388,2.558810076,2.230226538,2.935804455,6.175544897e-41,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,luad_mskcc_2023_met_organotropism,49,19,16,0.9209653977,0.07020971669,2.511714023,2.188807515,2.882257709,2.619364858e-39,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,luad_mskimpact_2021,46,27,16,0.9189794565,0.06979967181,2.506730856,2.186221287,2.874228526,1.377812294e-39,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,luad_oncosg_2020,302,94,16,0.9103773942,0.07024100293,2.485260279,2.16562187,2.852076228,2.041909154e-38,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,luad_tcga_pan_can_atlas_2018,501,181,16,0.9527671244,0.07167454778,2.592874548,2.25305617,2.983946212,2.543042577e-40,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,lung_nci_2022,206,55,16,0.9196757413,0.06980619424,2.508476863,2.187716082,2.876267273,1.227125302e-39,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,mixed_allen_2018,24,16,16,0.9106272597,0.07018222047,2.485881338,2.166412633,2.852460297,1.691884435e-38,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,msk_access_2021,186,81,16,0.9076756228,0.07123513061,2.478554737,2.155574619,2.84992852,3.455745842e-37,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,msk_chord_2024,1083,244,16,0.9153702398,0.07355629939,2.497699829,2.162365026,2.885037613,1.498483965e-35,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,msk_impact_2017,769,280,16,0.8456591643,0.07782805097,2.32951284,1.999943615,2.713391535,1.678615495e-27,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,msk_impact_50k_2026,2689,920,16,0.9917038507,0.09213746804,2.695823843,2.250421949,3.229379358,5.129570108e-27,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,msk_met_2021,88,28,16,0.9196622022,0.06980264358,2.5084429,2.187701687,2.876208316,1.219407004e-39,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,pog570_bcgsc_2020,45,34,16,0.9112223182,0.07020837453,2.487361023,2.167591043,2.854304494,1.613332944e-38,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,tmb_mskcc_2018,203,134,16,0.9235101111,0.07311700693,2.518113755,2.181916046,2.906114052,1.432210295e-36,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,msk_chord_2024,598,257,7,0.7028815075,0.2129677251,2.019563719,1.330390405,3.065744913,0.0009654254571,0.2039101776,70.81545945,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,msk_impact_2017,273,76,7,0.7729834357,0.2031482909,2.166219399,1.454729688,3.225689641,0.0001417923783,0.1896563065,73.84752864,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,msk_impact_50k_2026,1528,838,7,0.7009584442,0.1934718678,2.015683702,1.379554404,2.945139949,0.0002911483872,0.1477161741,60.66595654,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,msk_met_2021,54,31,7,0.9354302532,0.1623085846,2.54830964,1.853936605,3.502753009,8.249345777e-09,0.1000655366,60.85000791,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,paad_iatlas_prince_2022,61,18,7,0.8727759703,0.1800878599,2.393546052,1.681708517,3.406691854,1.257283621e-06,0.1445938666,69.83317816,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,paad_tcga_pan_can_atlas_2018,140,78,7,0.7911537299,0.2070729212,2.205940018,1.470052717,3.310201943,0.0001330989303,0.1948961046,73.24546586,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,pancreas_cptac_gdc,98,98,7,0.8837181118,0.1839896929,2.419880386,1.687258361,3.470613167,1.562396141e-06,0.1371641675,65.91471399,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,pog570_bcgsc_2020,31,23,7,0.8283108337,0.1917302473,2.289448213,1.572279464,3.333741388,1.558958864e-05,0.1696006127,72.79462295,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,msk_access_2021,22,8,13,1.069796342,0.08433479406,2.91478582,2.47070413,3.438686273,7.151119095e-37,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,msk_chord_2024,757,333,13,1.023667431,0.09502153702,2.783383937,2.310418416,3.353170182,4.616852663e-27,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,msk_impact_2017,355,97,13,1.076493357,0.08709647442,2.934371694,2.473879098,3.480581264,4.313297854e-35,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,msk_impact_50k_2026,1916,1050,13,0.8918003984,0.1083185832,2.439517804,1.972890797,3.016511165,1.823922136e-16,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,msk_met_2021,103,62,13,1.107237406,0.08597287144,3.025987263,2.5567417,3.581354704,5.916048815e-38,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,paac_msk_jco_2023,30,12,13,1.064150315,0.08400558608,2.898375232,2.458379497,3.417120503,8.939254441e-37,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,paad_iatlas_prince_2022,73,20,13,1.090777232,0.08541243933,2.976586671,2.517765815,3.519019982,2.389740791e-37,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,paad_tcga_pan_can_atlas_2018,183,99,13,1.094691612,0.08870446967,2.988260996,2.511384126,3.555690143,5.455328834e-35,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,pancan_pcawg_2020,30,4,13,1.072505265,0.08418094023,2.922692456,2.478153321,3.446974454,3.522382523e-37,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,pancreas_cptac_gdc,129,129,13,1.130847753,0.08875901839,3.098281965,2.603569202,3.686996731,3.514460104e-37,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,panet_arcnet_2017,97,15,13,1.064002965,0.08400915214,2.897948189,2.458000103,3.416640909,9.204187838e-37,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,panet_msk_erc_2023,14,8,13,1.076021175,0.0845423715,2.932986464,2.485120556,3.461566313,4.154325251e-37,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,pdac_msk_2024,41,11,13,1.076402676,0.08431974577,2.934105616,2.487153818,3.461376496,2.547678269e-37,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,pog570_bcgsc_2020,43,34,13,1.082136885,0.08567892915,2.950978722,2.494801757,3.490568095,1.440214502e-36,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,coad_cptac_2019,41,6,8,0.17201355,0.1006654406,1.187693926,0.9750299524,1.446742081,0.0874945466,0.001264783639,1.329166148,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,coad_silu_2022,199,95,8,0.175086378,0.1193955378,1.191349118,0.9427778746,1.505458242,0.1425284887,0.01042462149,8.275243421,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,coadread_cass_2020,54,9,8,0.1727402289,0.109864498,1.188557312,0.9583039935,1.474133984,0.1158804051,0.008648135429,8.342274811,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,coadread_tcga_pan_can_atlas_2018,297,57,8,0.2081686869,0.1087425793,1.231420877,0.9950494424,1.523941737,0.05557858478,0.002089491411,1.77175574,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,crc_orion_2024,27,10,8,0.1705349826,0.09902359446,1.185939138,0.9767273874,1.439963349,0.08503960738,0,0,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,msk_chord_2024,422,78,8,0.2800315008,0.1078669692,1.323171493,1.071024992,1.634679688,0.009429354918,0,0,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,msk_impact_2017,35,9,8,0.1719960447,0.1036198761,1.187673136,0.9693833022,1.455118397,0.09693959628,0.003881566918,4.008909604,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,msk_impact_50k_2026,1131,257,8,0.05563414708,0.1311220053,1.057210829,0.8176178227,1.367013666,0.6713521543,0,0,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,pog570_bcgsc_2020,37,30,8,0.1631165775,0.1110040119,1.177173914,0.9470084263,1.463279929,0.1417065443,0.007219016336,6.589943171,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,msk_impact_2017,61,20,3,-1.18453574,0.1408942611,0.305888158,0.2320776146,0.4031735909,4.196732229e-17,0,0,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,msk_impact_50k_2026,1005,181,3,-0.6084223335,0.631672544,0.5442087721,0.1577919683,1.876921816,0.3354508673,0.9178682883,78.97877339,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,ucec_tcga_pan_can_atlas_2018,314,43,3,-0.5465032092,0.5583517623,0.5789708146,0.1938147343,1.729523843,0.3276889847,0.7040041368,78.84303618,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,ucs_msk_2024,32,7,3,-0.8144336539,0.4098945212,0.4428900854,0.1983321452,0.9890057289,0.04692963196,0.3949615979,81.06030508,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,difg_glass,155,137,4,-0.4670815983,0.4377149841,0.6268289401,0.2658063607,1.478198336,0.2859308711,0.3991806385,54.21555832,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,gbm_tcga_pan_can_atlas_2018,472,392,4,-0.2998199776,0.2681811491,0.7409515965,0.4380398587,1.253331763,0.26357742,0,0,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,glioma_mskcc_2019,164,54,4,-0.7590894101,0.272308389,0.4680924733,0.2744999925,0.7982170109,0.005309853139,0.06369388129,20.76656831,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,msk_impact_2017,124,39,4,-0.6293233494,0.345228579,0.5329523015,0.270912624,1.048449317,0.06831582941,0.2115047494,46.68394552,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,tmb_mskcc_2018,45,35,4,-0.5479697464,0.3397609044,0.5781223547,0.2970398772,1.125187164,0.1067858171,0.2422760143,53.81856259,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,brca_metabric,930,542,5,0.7959708468,0.1328639193,2.216591924,1.708408696,2.875939327,2.087177781e-09,0.03463961051,40.85246879,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,brca_tcga_pan_can_atlas_2018,545,81,5,0.7538443259,0.1490994404,2.125154118,1.586634002,2.846453573,4.281781201e-07,0.06889376068,72.87437774,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,msk_chord_2024,364,59,5,0.7082193316,0.1548942604,2.030372617,1.498751098,2.750565435,4.82454534e-06,0.07907925591,75.95239735,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,msk_impact_2017,393,89,5,0.6859543622,0.1663946015,1.985665976,1.433081378,2.751322729,3.748548246e-05,0.08821500039,76.11593182,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,msk_impact_50k_2026,1855,427,5,0.550984417,0.08044304204,1.734960102,1.481890966,2.031246984,7.417425674e-12,0,0,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,pog570_bcgsc_2020,71,47,5,0.6886203834,0.1547520118,1.990966867,1.470072933,2.696430208,8.593767039e-06,0.07936232846,76.09478221,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,brca_metabric,1978,1144,7,0.8755635387,0.07835251381,2.400227534,2.058536788,2.798634568,5.425122592e-29,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,brca_tcga_pan_can_atlas_2018,1071,151,7,0.7455449741,0.06237292989,2.107589704,1.865065695,2.381650347,6.260687574e-33,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,msk_access_2021,16,6,7,0.7199942841,0.06085922474,2.054421468,1.823417332,2.314690934,2.715607263e-32,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,msk_chord_2024,713,123,7,0.7252367489,0.06190603612,2.065219981,1.829244697,2.331636427,1.066379655e-31,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,msk_impact_2017,814,204,7,0.7240188765,0.06339358388,2.062706337,1.821699279,2.335598132,3.283879161e-30,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,msk_impact_50k_2026,4053,1020,7,0.5448303071,0.07880698497,1.724315753,1.477529527,2.012321759,4.729151539e-12,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,pog570_bcgsc_2020,147,104,7,0.7177571223,0.06179572911,2.049830532,1.816006245,2.313761432,3.458061467e-31,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,tmb_mskcc_2018,34,25,7,0.7162376159,0.06109313363,2.046718166,1.815747583,2.307069161,9.636826047e-32,,,A+B versus A−/B−,exact pooled stratified four-group Cox refit,estimated
cancer-specific_LUAD_EGFR_KRAS_positive,EGFR–KRAS (LUAD),cancer-specific,LUAD,EGFR,KRAS,luad_mskcc_2020,144,13,2,0.2150012731,0.3572599652,1.239863475,0.6155645949,2.497319454,0.5473031271,0,0,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_LUAD_EGFR_KRAS_positive,EGFR–KRAS (LUAD),cancer-specific,LUAD,EGFR,KRAS,msk_impact_2017,342,128,2,1.245261227,1.221433613,3.473842142,0.3170471864,38.06240757,0.3079619009,2.574380542,85.80408761,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_LUAD_EGFR_KRAS_positive,EGFR–KRAS (LUAD),cancer-specific,LUAD,EGFR,KRAS,msk_impact_50k_2026,1042,345,2,1.404859064,1.0833247,4.074952394,0.4875227454,34.06043547,0.1946988694,1.861598722,78.97818731,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
cancer-specific_LUAD_KRAS_TP53_positive,KRAS–TP53 (LUAD),cancer-specific,LUAD,KRAS,TP53,bm_nsclc_mskcc_2023,44,22,11,0.5187514015,0.07825368185,1.679928783,1.441057189,1.958396056,3.377420944e-11,0,0,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
